,edit_count,sentiment,neg_sentiment
2013-10-26,4.933333333333334,-0.11697185970581908,0.2994744253567783
2013-10-27,5.3,-0.12667637152167047,0.3206865465688995
2013-10-28,5.433333333333334,-0.17807983202429498,0.34735321323556617
2013-10-29,5.933333333333334,-0.19902973522105366,0.37401987990223284
2013-10-30,6.7,-0.20667749316590708,0.3943097349746966
2013-10-31,6.966666666666667,-0.23592042331329002,0.4128282534932151
2013-11-01,7.0,-0.20316858693392092,0.39616158682654845
2013-11-02,7.533333333333333,-0.2016603443195794,0.39666663733159896
2013-11-03,7.7,-0.23472263188862544,0.4299999706649323
2013-11-04,7.933333333333334,-0.24931342564008158,0.4369444151093767
2013-11-05,7.8,-0.21780824733865886,0.42064811881308045
2013-11-06,7.866666666666666,-0.21921228739711277,0.4373147854797471
2013-11-07,8.033333333333333,-0.24165619028700025,0.46398145214641384
2013-11-08,8.466666666666667,-0.2601512693214143,0.48962247778743945
2013-11-09,8.6,-0.26016298113740727,0.5062891444541061
2013-11-10,8.866666666666667,-0.26854354171432304,0.5271224777874395
2013-11-11,9.0,-0.2848873618093853,0.5521224777874394
2013-11-12,9.1,-0.31781649419146024,0.5854558111207727
2013-11-13,9.766666666666667,-0.3247258605408395,0.6054558111207728
2013-11-14,9.5,-0.3394237932411556,0.5971224777874394
2013-11-15,9.733333333333333,-0.36422129355632227,0.6256939063588681
2013-11-16,9.8,-0.3968765207406179,0.6590272396922014
2013-11-17,9.366666666666667,-0.3877564496534899,0.6385144191793809
2013-11-18,9.433333333333334,-0.40480492147895325,0.6489906096555713
2013-11-19,9.466666666666667,-0.38380310583357163,0.6381320237969855
2013-11-20,8.466666666666667,-0.3935271349425809,0.6441149297798915
2013-11-21,8.533333333333333,-0.40290610025983775,0.6488768345417962
2013-11-22,8.3,-0.4186860030078709,0.6573082070908158
2013-11-23,8.066666666666666,-0.4159666667946612,0.6568808566634653
2013-11-24,9.3,-0.42829657898033013,0.6794033791859879
2013-11-25,9.5,-0.43119243161989174,0.6805938553764641
2013-11-26,9.233333333333333,-0.45443599189312966,0.6927150674976762
2013-11-27,9.566666666666666,-0.46223960576777695,0.6971595119421207
2013-11-28,9.933333333333334,-0.4515101371449987,0.6922877170703258
2013-11-29,9.666666666666666,-0.46001451075760996,0.6964423064423065
2013-11-30,10.0,-0.4720100023347807,0.7024851914325598
2013-12-01,10.433333333333334,-0.4763106092478175,0.7035963025436709
2013-12-02,10.3,-0.4892833699500406,0.7104986594460279
2013-12-03,10.233333333333333,-0.4887217163095055,0.7104986594460279
2013-12-04,9.7,-0.46367359735560193,0.6813319927793612
2013-12-05,9.566666666666666,-0.5025822478333292,0.7013319927793611
2013-12-06,9.833333333333334,-0.4933725289304233,0.6979986594460279
2013-12-07,9.8,-0.5037415631412643,0.7046653261126946
2013-12-08,9.433333333333334,-0.5180793490271485,0.7123576338050023
2013-12-09,9.833333333333334,-0.534794771051478,0.7206909671383356
2013-12-10,9.9,-0.5171062837800101,0.7098576338050022
2013-12-11,9.933333333333334,-0.5106779407223777,0.7048576338050022
2013-12-12,10.066666666666666,-0.48986919458884587,0.6953338242811927
2013-12-13,10.133333333333333,-0.48754947664878995,0.6935156424630108
2013-12-14,10.666666666666666,-0.508431430360101,0.7205989757963441
2013-12-15,11.133333333333333,-0.49261898964685424,0.7126624678598362
2013-12-16,11.833333333333334,-0.4756325290302311,0.7039668156859232
2013-12-17,13.0,-0.4935404349494423,0.7296811014002089
2013-12-18,14.166666666666666,-0.49677896424748297,0.7312684029875105
2013-12-19,15.2,-0.5113457823735872,0.7389557414888024
2013-12-20,16.1,-0.5080735806456496,0.7371038896369507
2013-12-21,17.533333333333335,-0.48876558593048053,0.7274885050215661
2013-12-22,17.466666666666665,-0.4817901290569047,0.722488505021566
2013-12-23,18.133333333333333,-0.4613883547482844,0.711377393910455
2013-12-24,17.733333333333334,-0.47177793515701644,0.7168548713879324
2013-12-25,18.433333333333334,-0.47350685390809727,0.7173310618641229
2013-12-26,19.133333333333333,-0.45072853136042307,0.7034421729752339
2013-12-27,19.433333333333334,-0.4309406496383702,0.6917755063085674
2013-12-28,19.333333333333332,-0.4371669493165731,0.6946183156731158
2013-12-29,19.066666666666666,-0.42707244490342244,0.6892214902762904
2013-12-30,18.866666666666667,-0.4298263140730592,0.6903011124085442
2013-12-31,18.966666666666665,-0.4374594417315147,0.6947455568529886
2014-01-01,18.9,-0.4227733078672135,0.6859492605566923
2014-01-02,18.966666666666665,-0.4232395340740989,0.6859492605566923
2014-01-03,19.7,-0.43338532914847505,0.7071613817688135
2014-01-04,20.366666666666667,-0.42462931988387725,0.7023994770069087
2014-01-05,20.6,-0.4449522914382407,0.7125955554382812
2014-01-06,20.7,-0.4359108364759191,0.7078336506763765
2014-01-07,23.0,-0.4205778959052937,0.7003219135871747
2014-01-08,23.3,-0.42668631618789604,0.7033219135871747
2014-01-09,23.3,-0.4679992670374291,0.7266552469205081
2014-01-10,24.633333333333333,-0.488837127144851,0.7392478395131007
2014-01-11,25.266666666666666,-0.5044778977151134,0.7462075464728076
2014-01-12,24.933333333333334,-0.5119749076511186,0.7502479505132116
2014-01-13,24.566666666666666,-0.49754528707223356,0.7431646171798784
2014-01-14,24.133333333333333,-0.5075226388044308,0.7475296965449576
2014-01-15,23.633333333333333,-0.5247794283401468,0.7562253487188707
2014-01-16,23.1,-0.5137155867528268,0.74980930861862
2014-01-17,22.2,-0.5208946916467533,0.7533013721106836
2014-01-18,20.833333333333332,-0.5337059723528854,0.7595029224982804
2014-01-19,19.8,-0.5463987876611031,0.7657992187945768
2014-01-20,18.633333333333333,-0.5553141855455425,0.7695322504687849
2014-01-21,19.233333333333334,-0.5481696196270357,0.7676091735457079
2014-01-22,18.633333333333333,-0.5725005641567463,0.7801091735457079
2014-01-23,18.1,-0.5680515740501638,0.7780350994716339
2014-01-24,17.066666666666666,-0.5795707559630173,0.7847017661383006
2014-01-25,16.733333333333334,-0.59287697866532,0.7938287502652847
2014-01-26,16.033333333333335,-0.5753930820687558,0.7854954169319514
2014-01-27,15.9,-0.5575920274954058,0.7766472094567417
2014-01-28,17.133333333333333,-0.5679095821073281,0.7825995904091224
2014-01-29,17.9,-0.5611420528029475,0.780106712916245
2014-01-30,17.966666666666665,-0.5662029439587908,0.7828844906940229
2014-01-31,17.666666666666668,-0.5521806591239233,0.7763368716464037
2014-02-01,17.6,-0.5288618876026729,0.7652257605352927
2014-02-02,16.933333333333334,-0.5513783908102842,0.7773469726565048
2014-02-03,16.3,-0.5278487316223013,0.7654422107517429
2014-02-04,15.866666666666667,-0.5320989789897581,0.7669127989870369
2014-02-05,15.833333333333334,-0.5193762889883914,0.7605635926378306
2014-02-06,13.933333333333334,-0.5157175666423338,0.758551520203223
2014-02-07,13.2,-0.5038776257235174,0.7527737424254453
2014-02-08,13.266666666666667,-0.47682426670508554,0.7388848535365562
2014-02-09,11.966666666666667,-0.46784904982630054,0.7340700387217416
2014-02-10,11.266666666666667,-0.45735987861782107,0.7299674746191775
2014-02-11,11.4,-0.4778376670992685,0.7410785857302886
2014-02-12,11.533333333333333,-0.504464030297231,0.7544119190636219
2014-02-13,11.633333333333333,-0.501666640115321,0.7536543433060461
2014-02-14,11.666666666666666,-0.49995686586839877,0.7536543433060461
2014-02-15,11.133333333333333,-0.5263607134665917,0.7676894310253444
2014-02-16,10.833333333333334,-0.5241191859622006,0.7665783199142332
2014-02-17,10.9,-0.5075681989967034,0.7582449865808999
2014-02-18,10.733333333333333,-0.4869491415797874,0.7315783199142332
2014-02-19,10.266666666666667,-0.47484378642611147,0.7263495617442985
2014-02-20,9.4,-0.4627512910030146,0.7032726386673755
2014-02-21,9.233333333333333,-0.47165551307087406,0.7074393053340422
2014-02-22,9.0,-0.4538074892986343,0.698180046074783
2014-02-23,8.9,-0.45423238349244255,0.698180046074783
2014-02-24,8.466666666666667,-0.46377345650820057,0.7029419508366878
2014-02-25,8.733333333333333,-0.48940605324661124,0.7160732639680009
2014-02-26,8.366666666666667,-0.5236382196299613,0.7336171236171237
2014-02-27,6.966666666666667,-0.5405664009982546,0.741950456950457
2014-02-28,5.866666666666666,-0.5394005606925906,0.741024531024531
2014-03-01,6.166666666666667,-0.5398066159100925,0.7413118873463701
2014-03-02,6.266666666666667,-0.5636238069489053,0.7536928397273226
2014-03-03,6.433333333333334,-0.5467072800948671,0.7439706175051003
2014-03-04,6.833333333333333,-0.5164740608289292,0.7273039508384336
2014-03-05,7.7,-0.5446803756140691,0.7415896651241478
2014-03-06,8.433333333333334,-0.5576018451389539,0.74864094717543
2014-03-07,8.8,-0.564842419424829,0.751908921031639
2014-03-08,9.166666666666666,-0.5742256254119872,0.7560993972221153
2014-03-09,9.466666666666667,-0.5900396824045181,0.7644327305554486
2014-03-10,9.666666666666666,-0.6144191931957315,0.7764697675924858
2014-03-11,10.433333333333334,-0.616946269395782,0.7774276219986158
2014-03-12,10.866666666666667,-0.6254774838581681,0.7803905849615789
2014-03-13,10.966666666666667,-0.6124595510489323,0.7733730411019298
2014-03-14,10.933333333333334,-0.6114004865315138,0.7733730411019298
2014-03-15,10.8,-0.6202884754797166,0.777702045430934
2014-03-16,10.533333333333333,-0.6223926735293325,0.777702045430934
2014-03-17,10.833333333333334,-0.6064697178573862,0.7693687120976007
2014-03-18,11.133333333333333,-0.6032764472270796,0.7682576009864897
2014-03-19,11.666666666666666,-0.607843770355462,0.7699242676531562
2014-03-20,12.5,-0.6305846746071964,0.7979242676531563
2014-03-21,13.033333333333333,-0.6292019756083828,0.7967546770098813
2014-03-22,13.433333333333334,-0.6197765374956998,0.8078657881209925
2014-03-23,14.133333333333333,-0.6114489936774116,0.8036991214543259
2014-03-24,14.1,-0.6432540927276155,0.8203657881209926
2014-03-25,14.666666666666666,-0.6159166012153169,0.8055509733061776
2014-03-26,15.0,-0.6041169232798034,0.7994903672455717
2014-03-27,14.933333333333334,-0.5966091287864267,0.7937664615216659
2014-03-28,16.1,-0.5836703973743339,0.7867897173356194
2014-03-29,16.566666666666666,-0.5738380906714021,0.7826230506689528
2014-03-30,17.733333333333334,-0.5776656465585854,0.7840850389730464
2014-03-31,17.5,-0.5874086531654199,0.7891007129542376
2014-04-01,18.133333333333333,-0.566357506023744,0.777376575023203
2014-04-02,19.633333333333333,-0.5899218646041563,0.7894048769099956
2014-04-03,19.466666666666665,-0.6070369201254856,0.7986641361692547
2014-04-04,19.733333333333334,-0.594938746959092,0.7927117552168739
2014-04-05,18.9,-0.5985606037127347,0.793993806498925
2014-04-06,18.4,-0.5804576120733356,0.7851702770871605
2014-04-07,18.0,-0.5515445098866926,0.7699907899076733
2014-04-08,17.866666666666667,-0.510427712790493,0.7477685676854511
2014-04-09,17.8,-0.5057277475276385,0.7454537528706363
2014-04-10,17.033333333333335,-0.47712774334928443,0.7278292317978393
2014-04-11,16.7,-0.44722878999426346,0.7106996021682097
2014-04-12,16.3,-0.44118017750721616,0.7081933365040493
2014-04-13,16.533333333333335,-0.43756934857442753,0.705971114281827
2014-04-14,16.566666666666666,-0.43737639322525473,0.7065663523770651
2014-04-15,17.433333333333334,-0.41914138839401127,0.6966898091671886
2014-04-16,18.6,-0.4175471114246968,0.6958032843444936
2014-04-17,18.766666666666666,-0.42023282572252124,0.6974699510111603
2014-04-18,22.066666666666666,-0.423376328957689,0.6999349370055581
2014-04-19,23.3,-0.4254636600783749,0.7009671950700741
2014-04-20,23.6,-0.43615134996861493,0.706105039681603
2014-04-21,24.4,-0.4715903755517056,0.7246235582001215
2014-04-22,23.866666666666667,-0.46375178974448805,0.7204568915334548
2014-04-23,24.1,-0.43764193437078763,0.7079568915334548
2014-04-24,24.266666666666666,-0.45756908066735785,0.7184238802613131
2014-04-25,24.266666666666666,-0.4403610544532785,0.709332971170404
2014-04-26,24.333333333333332,-0.43922772625870843,0.7089962708337036
2014-04-27,23.433333333333334,-0.4406530076740915,0.7097230150197501
2014-04-28,23.133333333333333,-0.4413547412462339,0.7091277769245121
2014-04-29,22.133333333333333,-0.414697470527672,0.6937768997315297
2014-04-30,21.433333333333334,-0.42091551394892596,0.6968072027618326
2014-05-01,21.5,-0.44992205624693915,0.7130474697251252
2014-05-02,20.633333333333333,-0.4504861843976969,0.7132105258630241
2014-05-03,20.333333333333332,-0.4309420498603179,0.6872845999370981
2014-05-04,19.366666666666667,-0.445924276784924,0.6956179332704315
2014-05-05,19.833333333333332,-0.4278123443747898,0.6867290443815427
2014-05-06,19.933333333333334,-0.4342932497884175,0.6900623777148759
2014-05-07,20.4,-0.44025083996356795,0.6932912476104125
2014-05-08,20.9,-0.4670499319842455,0.7081463200741805
2014-05-09,21.133333333333333,-0.46154597837965095,0.705066609929253
2014-05-10,21.833333333333332,-0.47910639914446806,0.7174122889415988
2014-05-11,22.166666666666668,-0.49931081851120745,0.7289863630156729
2014-05-12,22.5,-0.510968302432873,0.7345886039120314
2014-05-13,22.366666666666667,-0.5096325554196846,0.7337805231039505
2014-05-14,22.333333333333332,-0.5008603480488584,0.7284233802468076
2014-05-15,21.6,-0.492491487653992,0.724966590123351
2014-05-16,20.366666666666667,-0.4665441130962195,0.710853114946046
2014-05-17,19.9,-0.4478000837597141,0.6991864482793794
2014-05-18,16.1,-0.44388856911351515,0.6967214622849816
2014-05-19,14.433333333333334,-0.4322649363071252,0.6899114264426877
2014-05-20,13.766666666666667,-0.4207675193567177,0.6845542835855447
2014-05-21,13.9,-0.4096002843244418,0.6782579872892485
2014-05-22,13.633333333333333,-0.392545204238449,0.6532579872892483
2014-05-23,13.366666666666667,-0.38642748184636677,0.6324246539559151
2014-05-24,12.6,-0.3614794488901743,0.6034391467095384
2014-05-25,12.366666666666667,-0.39049808900196753,0.6185906618610535
2014-05-26,12.533333333333333,-0.4050810329747321,0.6274921770125685
2014-05-27,12.766666666666667,-0.40786426111856583,0.629394350925612
2014-05-28,12.533333333333333,-0.3836914711248255,0.6008229223541834
2014-05-29,12.4,-0.41363372063153747,0.6174895890208502
2014-05-30,12.6,-0.4118650592346934,0.6174895890208502
2014-05-31,11.766666666666667,-0.4061623019547608,0.6140845710997032
2014-06-01,11.3,-0.4071162207464384,0.6150342387160375
2014-06-02,11.566666666666666,-0.4175867685218659,0.6358675720493708
2014-06-03,11.733333333333333,-0.40868425681165355,0.6303120164938153
2014-06-04,11.7,-0.4206170807156305,0.6368199530017518
2014-06-05,11.533333333333333,-0.4139498005184869,0.6168199530017519
2014-06-06,10.7,-0.4177153959192619,0.6174372369523692
2014-06-07,10.0,-0.37422271729081025,0.5942488311552676
2014-06-08,9.566666666666666,-0.36889811378159837,0.5914952079668618
2014-06-09,8.8,-0.33967771717017275,0.5763717511767384
2014-06-10,8.433333333333334,-0.3306460831295623,0.5713452961502834
2014-06-11,8.1,-0.3380786675481983,0.5752668647777344
2014-06-12,7.866666666666666,-0.2985370695226018,0.5532971678080375
2014-06-13,8.0,-0.2990008601529672,0.5537300682409378
2014-06-14,7.833333333333333,-0.2922847454729948,0.5337300682409378
2014-06-15,7.966666666666667,-0.3024266312361178,0.5403967349076044
2014-06-16,7.8,-0.27559003861484427,0.5237300682409378
2014-06-17,7.7,-0.2545446822219839,0.5137300682409378
2014-06-18,7.5,-0.2429547665026867,0.5081745126853823
2014-06-19,7.266666666666667,-0.26808968062272504,0.5206745126853822
2014-06-20,6.233333333333333,-0.27275425785739943,0.5232671052779748
2014-06-21,6.266666666666667,-0.30602865610480035,0.5566004386113083
2014-06-22,6.266666666666667,-0.30602865610480035,0.5566004386113083
2014-06-23,6.3,-0.33837746971805616,0.5899337719446416
2014-06-24,6.266666666666667,-0.3383221746546665,0.5899337719446416
2014-06-25,5.766666666666667,-0.3508460762413978,0.5961837719446416
2014-06-26,5.2,-0.3357151314250111,0.5894204869204869
2014-06-27,5.3,-0.32817214442274434,0.6005315980315981
2014-06-28,5.166666666666667,-0.3099380479552494,0.575531598031598
2014-06-29,5.033333333333333,-0.27124755199116884,0.5533093758093758
2014-06-30,5.0,-0.2794895959102023,0.5588649313649314
2014-07-01,5.133333333333334,-0.2807290623166635,0.5587141018023372
2014-07-02,4.966666666666667,-0.3035572195627763,0.5712141018023371
2014-07-03,4.666666666666667,-0.26948486280889716,0.5545474351356705
2014-07-04,4.666666666666667,-0.24344337651723882,0.5402617208499562
2014-07-05,5.1,-0.2563717826090756,0.5633386439268793
2014-07-06,5.3,-0.2693861190361284,0.5716719772602126
2014-07-07,5.433333333333334,-0.321836441478713,0.5994497550379904
2014-07-08,6.066666666666666,-0.3128351539005468,0.5945072263023582
2014-07-09,6.066666666666666,-0.3311006774137049,0.6028405596356915
2014-07-10,6.133333333333334,-0.3219720307586475,0.5986077554028871
2014-07-11,6.2,-0.3087271549188691,0.5912003479954798
2014-07-12,6.5,-0.3367494945914835,0.6085080403031722
2014-07-13,6.633333333333334,-0.3331374075897793,0.60648783828297
2014-07-14,6.9,-0.35096119512004254,0.6314878382829701
2014-07-15,6.733333333333333,-0.38350863430544246,0.6481545049496368
2014-07-16,6.766666666666667,-0.43976100557689374,0.6814878382829701
2014-07-17,7.166666666666667,-0.4682639904185584,0.6957735525686845
2014-07-18,7.766666666666667,-0.47924558957726926,0.7013291081242399
2014-07-19,7.933333333333334,-0.4770707538423721,0.70132910812424
2014-07-20,7.633333333333334,-0.4575598241695657,0.6754031821983141
2014-07-21,7.733333333333333,-0.42517988004375445,0.6587365155316474
2014-07-22,7.733333333333333,-0.42517988004375445,0.6587365155316474
2014-07-23,8.566666666666666,-0.4206083142873235,0.6561724129675447
2014-07-24,8.5,-0.35857864791650773,0.6228390796342114
2014-07-25,8.766666666666667,-0.3457129782774855,0.615431672226804
2014-07-26,8.7,-0.3513530139796081,0.6182094500045818
2014-07-27,9.4,-0.38554514245908883,0.6376538944490263
2014-07-28,9.633333333333333,-0.40571640641497714,0.6662253230204549
2014-07-29,9.766666666666667,-0.4295544980684679,0.6789237357188675
2014-07-30,9.8,-0.40172454894116477,0.6622570690522008
2014-07-31,9.3,-0.3862408890847051,0.6534335396404362
2014-08-01,9.633333333333333,-0.35272768803749244,0.6354848216917183
2014-08-02,9.6,-0.33051854771025074,0.6243737105806072
2014-08-03,9.533333333333333,-0.3476796707154214,0.6327070439139405
2014-08-04,9.233333333333333,-0.35042204595782583,0.6346301208370174
2014-08-05,9.133333333333333,-0.3531170318243725,0.636296787503684
2014-08-06,9.3,-0.33045994874409995,0.6236705248774215
2014-08-07,8.733333333333333,-0.3511272961474217,0.6358352758352759
2014-08-08,8.7,-0.36265907001926734,0.6413908313908313
2014-08-09,8.633333333333333,-0.3613396272904275,0.6408617308617309
2014-08-10,8.466666666666667,-0.3588103672709662,0.6399358049358049
2014-08-11,8.033333333333333,-0.34325656975695545,0.6142947792947793
2014-08-12,7.666666666666667,-0.33248279325222696,0.6087392237392238
2014-08-13,7.4,-0.3146590057219637,0.5837392237392238
2014-08-14,7.1,-0.2821863760423898,0.5504058904058905
2014-08-15,7.033333333333333,-0.24988595444681633,0.5170725570725571
2014-08-16,6.8,-0.2180410482926833,0.5004058904058903
2014-08-17,6.033333333333333,-0.23866545078923315,0.5115170015170015
2014-08-18,6.266666666666667,-0.2305456959775957,0.5063887963887964
2014-08-19,6.3,-0.2627266569506996,0.5397221297221297
2014-08-20,6.166666666666667,-0.2618322028291099,0.523055463055463
2014-08-21,6.233333333333333,-0.26505212421932545,0.5397221297221297
2014-08-22,5.4,-0.2705958794816514,0.5422862322862323
2014-08-23,5.366666666666666,-0.29965285969418093,0.5422862322862323
2014-08-24,5.133333333333334,-0.3120351316904318,0.5496936396936397
2014-08-25,5.166666666666667,-0.3066530980045886,0.5446936396936397
2014-08-26,5.066666666666666,-0.28499883938347115,0.5331857031857032
2014-08-27,5.166666666666667,-0.28383943889766045,0.5312809412809413
2014-08-28,5.766666666666667,-0.27866173489264606,0.5301380841380842
2014-08-29,5.7,-0.26073631415802867,0.5218047508047507
2014-08-30,5.666666666666667,-0.2255939619743688,0.5051380841380841
2014-08-31,5.6,-0.22997201059494848,0.507935286935287
2014-09-01,5.6,-0.26319712374840615,0.5246019536019536
2014-09-02,5.6,-0.2680726724290295,0.5273797313797314
2014-09-03,5.7,-0.2589328100562678,0.5214273504273504
2014-09-04,5.566666666666666,-0.259118727274794,0.528094017094017
2014-09-05,5.3,-0.27137830260805207,0.5351647241647242
2014-09-06,5.0,-0.25690130296758734,0.5268313908313909
2014-09-07,5.466666666666667,-0.24913924069069726,0.5242170117464234
2014-09-08,5.266666666666667,-0.28532139136115753,0.5432646307940426
2014-09-09,5.2,-0.27255505644997,0.5349312974607092
2014-09-10,5.233333333333333,-0.2407673251998429,0.5349312974607092
2014-09-11,5.1,-0.2386015506954992,0.5182646307940426
2014-09-12,5.1,-0.2386015506954992,0.5182646307940426
2014-09-13,5.3,-0.2608956902264229,0.5460424085718203
2014-09-14,5.333333333333333,-0.2942202120064369,0.5793757419051537
2014-09-15,5.366666666666666,-0.30542714997800613,0.5859233609527728
2014-09-16,5.333333333333333,-0.27220646147601235,0.5525900276194394
2014-09-17,5.033333333333333,-0.23219127376930956,0.5327182327476445
2014-09-18,5.066666666666666,-0.23275947491384588,0.5327182327476445
2014-09-19,5.2,-0.23541501482384447,0.5493848994143112
2014-09-20,5.2,-0.23318502823568427,0.5493848994143112
2014-09-21,5.233333333333333,-0.20401723206099912,0.5327182327476445
2014-09-22,5.233333333333333,-0.20401723206099912,0.5327182327476445
2014-09-23,5.3,-0.1878625588621402,0.5243848994143112
2014-09-24,5.233333333333333,-0.21183071504093254,0.5377182327476445
2014-09-25,4.633333333333334,-0.19731820621717444,0.5297817248111366
2014-09-26,4.3,-0.17830634274709695,0.50311505814447
2014-09-27,3.533333333333333,-0.16898416644959122,0.49711505814446993
2014-09-28,3.4,-0.18434128430116645,0.48878172481113663
2014-09-29,4.466666666666667,-0.2119112788422961,0.5029231389525507
2014-09-30,4.766666666666667,-0.23694827805526916,0.5164079874373992
2014-10-01,5.166666666666667,-0.2503950630681501,0.5235508445802564
2014-10-02,4.833333333333333,-0.22737770097687374,0.5124397334691453
2014-10-03,4.8,-0.21387993648975856,0.5045032255326373
2014-10-04,4.8,-0.16901284610559314,0.471169892199304
2014-10-05,5.166666666666667,-0.18173022661035268,0.4775190985485104
2014-10-06,5.233333333333333,-0.19062647601059748,0.4819635429929548
2014-10-07,4.8,-0.20325612958246494,0.4873556998556999
2014-10-08,4.9,-0.1879197367625835,0.47902236652236657
2014-10-09,5.033333333333333,-0.21688608811273202,0.49568903318903323
2014-10-10,5.133333333333334,-0.25015002326144803,0.5123556998556998
2014-10-11,5.366666666666666,-0.26643250450040357,0.5361652236652237
2014-10-12,5.366666666666666,-0.26643250450040357,0.5361652236652237
2014-10-13,5.9,-0.2650031191622368,0.5356601731601731
2014-10-14,6.466666666666667,-0.2501997694112235,0.5282527657527658
2014-10-15,7.1,-0.26580608269281264,0.5358144941478274
2014-10-16,7.933333333333334,-0.2778852390915858,0.5584811608144942
2014-10-17,8.266666666666667,-0.2903350817830073,0.564433541766875
2014-10-18,8.2,-0.2575859196653671,0.5311002084335418
2014-10-19,8.533333333333333,-0.2870630074639398,0.5477668751002085
2014-10-20,8.9,-0.30491704259385377,0.5567412340745673
2014-10-21,8.966666666666667,-0.30185871237585654,0.5567412340745673
2014-10-22,9.333333333333334,-0.33350869223454394,0.5900745674079008
2014-10-23,9.333333333333334,-0.33323686276851894,0.5900745674079008
2014-10-24,9.333333333333334,-0.28912306913050145,0.5678523451856786
2014-10-25,9.433333333333334,-0.33184483701963025,0.5900745674079009
2014-10-26,9.666666666666666,-0.3199639833893827,0.5995983769317104
2014-10-27,9.633333333333333,-0.35114781826003905,0.616265043598377
2014-10-28,9.7,-0.38393436937793607,0.6495983769317103
2014-10-29,8.933333333333334,-0.39560937849732625,0.6554569627902961
2014-10-30,8.766666666666667,-0.3808701466658287,0.6482347405680738
2014-10-31,8.833333333333334,-0.38045175161347516,0.6473418834252167
2014-11-01,9.433333333333334,-0.38672887242223547,0.6506752167585501
2014-11-02,10.433333333333334,-0.3913195451183137,0.6543789204622538
2014-11-03,11.166666666666666,-0.4288112925529022,0.6775673262593552
2014-11-04,11.1,-0.4150225904150157,0.6712181199101489
2014-11-05,11.233333333333333,-0.4062376778552944,0.6667736754657044
2014-11-06,11.833333333333334,-0.39504133028090144,0.6629857966778256
2014-11-07,12.3,-0.39925243226543766,0.6657635744556034
2014-11-08,13.1,-0.39168521378956606,0.66243024112227
2014-11-09,13.933333333333334,-0.4084237930662155,0.6722003560647989
2014-11-10,14.033333333333333,-0.41792934225296746,0.6783908322552751
2014-11-11,14.366666666666667,-0.43110321984982264,0.7017241655886084
2014-11-12,14.033333333333333,-0.4146772722306157,0.6938958827603254
2014-11-13,13.966666666666667,-0.4073030587464653,0.6908866235010662
2014-11-14,13.3,-0.37998850745356144,0.6767772760583856
2014-11-15,12.933333333333334,-0.3772043691430381,0.6755391808202903
2014-11-16,12.7,-0.3964573442152177,0.6850629903440999
2014-11-17,12.933333333333334,-0.41166491216814577,0.7088725141536237
2014-11-18,12.9,-0.40256204192258954,0.7037443090254185
2014-11-19,12.6,-0.4160131684078884,0.7114366167177262
2014-11-20,12.7,-0.4138814930112416,0.7090556643367738
2014-11-21,12.8,-0.3974346746192435,0.6995318548129643
2014-11-22,12.833333333333334,-0.38657368333995934,0.6945318548129643
2014-11-23,12.933333333333334,-0.40933905586792957,0.7056429659240755
2014-11-24,13.1,-0.3869044560047712,0.6935217538028634
2014-11-25,13.133333333333333,-0.40665488580109227,0.7048312776123871
2014-11-26,13.933333333333334,-0.40128036645294773,0.7021646109457204
2014-11-27,14.933333333333334,-0.37075139458965806,0.6854979442790536
2014-11-28,15.966666666666667,-0.3822694888433919,0.6915142044416555
2014-11-29,15.6,-0.38653989408292094,0.6920697599972109
2014-11-30,15.666666666666666,-0.39214135650120346,0.6950790192564702
2014-12-01,15.266666666666667,-0.4046375475657202,0.7000790192564702
2014-12-02,14.5,-0.42168461799525586,0.7083411275185784
2014-12-03,13.833333333333334,-0.44206225922046255,0.7184860550548104
2014-12-04,13.566666666666666,-0.42101420743933804,0.7045971661659214
2014-12-05,13.266666666666667,-0.40991115686302204,0.6823749439436992
2014-12-06,12.633333333333333,-0.4354293516974133,0.6944961560649114
2014-12-07,12.066666666666666,-0.44438360493828116,0.700051711620467
2014-12-08,11.1,-0.45125902011774577,0.7033850449538003
2014-12-09,10.966666666666667,-0.46256529200511937,0.7089482633446048
2014-12-10,10.666666666666666,-0.4700889683607992,0.7122815966779381
2014-12-11,10.6,-0.4714590629283365,0.7139482633446048
2014-12-12,10.3,-0.48074676033627095,0.7167260411223827
2014-12-13,10.166666666666666,-0.481705669223644,0.7160315966779383
2014-12-14,10.0,-0.5194402982245802,0.7350792157255572
2014-12-15,9.8,-0.5366792652742698,0.7428173109636524
2014-12-16,9.933333333333334,-0.5251331983161189,0.7371896053359468
2014-12-17,9.966666666666667,-0.5050062186244773,0.725880081526423
2014-12-18,9.833333333333334,-0.48841088543816735,0.7161934718398134
2014-12-19,10.0,-0.46620932367594037,0.7050823607287022
2014-12-20,9.966666666666667,-0.463239349443842,0.7019077575540991
2014-12-21,9.633333333333333,-0.464857601215996,0.7030982337445753
2014-12-22,10.0,-0.4801906985695736,0.7101815670779086
2014-12-23,9.9,-0.4811281706878453,0.7101815670779085
2014-12-24,9.866666666666667,-0.46701524456231885,0.7023027791991207
2014-12-25,9.8,-0.46172805817480644,0.698136112532454
2014-12-26,9.133333333333333,-0.45340350253935413,0.6941361125324541
2014-12-27,8.3,-0.4731968682488378,0.7060408744372159
2014-12-28,7.366666666666666,-0.4677083961678019,0.7031015373515374
2014-12-29,7.833333333333333,-0.4707084112985514,0.7058793151293152
